Census_Block_Groups.ObjectID,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Feature Class Code,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Object  Identifier,Geographic Identifier,State Federal Information Processing Series (FIPS) codes,County Federal Information Processing Series (FIPS) Code,Tract Code,Block Group Code,Base Geographic Name,Block Group Name,Legal/Statistical Area Description Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Census_Block_Groups.SHAPE_Length,Census_Block_Groups.SHAPE_Area,Census_Block_Groups.Population_Density,Population_Density,allegheny_county_acs_2024_block_groups.OBJECTID,NAME,B01003_001E,B01002_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B17001_001E,B17001_002E,B25044_001E,B25044_003E,B25044_010E,state,county,tract,block group,Population,Population over 65,Median Age,Poverty Population,Household in total,Household with no vehicle,Population Percentage over 65,Poverty Population Rate,Household No Vehicle Rate,GEO_ID
6727,G5030,208903717072385,420031014002,42,003,101400,2,2,Block Group 2,BG,S,115857,0,+40.4844952,-079.9284287,+40.4844952,-079.9284287,1876.318304,200491.5307,0.003754629,0.003754629,73,Block Group 2; Census Tract 1014; Allegheny County; Pennsylvania,435,35.5,0,11,0,10,0,0,0,30,0,0,0,0,,,180,11,14,42,3,101400,2,435,51,36,,180,25,11.72413793,,0.138888889,420031014002
160377,G5030,20890321499848,420034658002,42,003,465800,2,2,Block Group 2,BG,S,417723,0,+40.4340861,-080.0722149,+40.4340861,-080.0722149,5904.148867,721791.4788,0.003219837,0.003219837,561,Block Group 2; Census Tract 4658; Allegheny County; Pennsylvania,1345,43.4,9,10,21,11,12,0,10,11,43,0,0,0,,,562,9,21,42,3,465800,2,1345,127,43,,562,30,9.442379182,,0.053380783,420034658002
160378,G5030,20890321499956,420034658003,42,003,465800,3,3,Block Group 3,BG,S,942830,0,+40.4279251,-080.0789908,+40.4279251,-080.0789908,5605.424327,1628836.815,0.00078381,0.00078381,562,Block Group 3; Census Tract 4658; Allegheny County; Pennsylvania,739,48.4,11,0,12,9,0,10,0,0,75,20,0,14,,,389,19,0,42,3,465800,3,739,151,48,,389,19,20.43301759,,0.048843188,420034658003
160439,G5030,20890321510499,420032901002,42,003,290100,2,2,Block Group 2,BG,S,263279,0,+40.3969164,-079.9925056,+40.3957758,-079.9904990,4682.579103,454424.929,0.002142214,0.002142214,240,Block Group 2; Census Tract 2901; Allegheny County; Pennsylvania,564,42.2,8,0,20,7,0,3,9,8,5,5,12,2,,,275,39,28,42,3,290100,2,564,79,42,,275,67,14.0070922,,0.243636364,420032901002
160440,G5030,20890321510573,420032901003,42,003,290100,3,3,Block Group 3,BG,S,260943,0,+40.3936918,-079.9901614,+40.3936918,-079.9901614,3425.285402,450353.8309,0.003065804,0.003065804,241,Block Group 3; Census Tract 2901; Allegheny County; Pennsylvania,800,42,12,13,8,0,0,0,8,28,12,23,7,0,,,271,14,68,42,3,290100,3,800,111,42,,271,82,13.875,,0.302583026,420032901003
160441,G5030,20890321510536,420032902001,42,003,290200,1,1,Block Group 1,BG,S,559455,0,+40.4021343,-079.9817033,+40.4021343,-079.9817033,6090.765585,965782.7681,0.001136821,0.001136821,242,Block Group 1; Census Tract 2902; Allegheny County; Pennsylvania,636,40.8,0,0,0,50,0,21,0,3,36,11,11,29,,,269,37,20,42,3,290200,1,636,161,41,,269,57,25.31446541,,0.211895911,420032902001
160472,G5030,20890321510611,420032902002,42,003,290200,2,2,Block Group 2,BG,S,303676,0,+40.3927804,-079.9826480,+40.3927804,-079.9826480,4434.202531,524090.9213,0.002733176,0.002733176,243,Block Group 2; Census Tract 2902; Allegheny County; Pennsylvania,830,45.7,17,52,10,0,0,0,14,39,0,16,9,50,,,648,75,372,42,3,290200,2,830,207,46,,648,447,24.93975904,,0.689814815,420032902002
160473,G5030,20890321510647,420032902003,42,003,290200,3,3,Block Group 3,BG,S,174181,0,+40.3951868,-079.9842496,+40.3951868,-079.9842496,2793.837509,300627.5914,0.002646672,0.002646672,244,Block Group 3; Census Tract 2902; Allegheny County; Pennsylvania,461,64,42,8,24,16,13,0,16,0,45,25,0,0,,,201,0,0,42,3,290200,3,461,189,64,,201,0,40.9978308,,0,420032902003
160474,G5030,20890321510348,420032902004,42,003,290200,4,4,Block Group 4,BG,S,164293,0,+40.3995328,-079.9865844,+40.3995328,-079.9865844,2681.263799,283595.9873,0.005167597,0.005167597,245,Block Group 4; Census Tract 2902; Allegheny County; Pennsylvania,849,44.3,0,11,29,0,0,0,0,0,39,18,0,0,,,363,38,34,42,3,290200,4,849,97,44,,363,72,11.42520612,,0.198347107,420032902004
160481,G5030,20890321531425,420034291001,42,003,429100,1,1,Block Group 1,BG,S,2851162,0,+40.5035592,-079.9987946,+40.5035592,-079.9987946,11315.14664,4936709.67,0.00028164,0.00028164,416,Block Group 1; Census Tract 4291; Allegheny County; Pennsylvania,803,54.8,7,37,52,15,32,0,22,26,15,39,17,26,,,471,0,0,42,3,429100,1,803,288,55,,471,0,35.86550436,,0,420034291001
161226,G5030,20890321528934,420030203001,42,003,020300,1,1,Block Group 1,BG,S,1590871,326538,+40.4542954,-079.9814082,+40.4544996,-079.9812762,9848.235941,3315120.318,0.001211915,0.001211915,9,Block Group 1; Census Tract 203; Allegheny County; Pennsylvania,1928,33,14,17,13,0,1,0,13,8,26,36,0,4,,,1486,0,152,42,3,20300,1,1928,132,33,,1486,152,6.846473029,,0.102288022,420030203001
161227,G5030,20890321528904,420030305001,42,003,030500,1,1,Block Group 1,BG,S,370390,0,+40.4444829,-079.9854147,+40.4444829,-079.9854147,4122.485407,640199.3068,0.003256027,0.003256027,10,Block Group 1; Census Tract 305; Allegheny County; Pennsylvania,1206,34.3,0,18,26,15,3,0,49,49,20,50,0,20,,,458,29,181,42,3,30500,1,1206,250,34,,458,210,20.72968491,,0.458515284,420030305001
161228,G5030,20890321528869,420030305002,42,003,030500,2,2,Block Group 2,BG,S,280636,0,+40.4403910,-079.9813877,+40.4403910,-079.9813877,3384.063403,485010.0437,0.003752191,0.003752191,11,Block Group 2; Census Tract 305; Allegheny County; Pennsylvania,1053,38.7,17,20,0,39,0,0,34,39,9,14,43,19,,,592,34,186,42,3,30500,2,1053,234,39,,592,220,22.22222222,,0.371621622,420030305002
161234,G5030,20890321528302,420030506001,42,003,050600,1,1,Block Group 1,BG,S,391439,6849,+40.4552807,-079.9596808,+40.4553953,-079.9580440,4166.358727,688644.227,0.001479158,0.001479158,26,Block Group 1; Census Tract 506; Allegheny County; Pennsylvania,579,59.3,55,0,0,0,0,0,0,49,0,0,10,61,,,284,4,53,42,3,50600,1,579,175,59,,284,57,30.22452504,,0.200704225,420030506001
165529,G5030,20890321530778,420034297001,42,003,429700,1,1,Block Group 1,BG,S,2056980,0,+40.5017144,-080.0312795,+40.5017144,-080.0312795,10106.73407,3561414.964,0.000648037,0.000648037,436,Block Group 1; Census Tract 4297; Allegheny County; Pennsylvania,1333,53.6,37,48,79,0,13,12,19,85,33,11,8,81,,,649,9,11,42,3,429700,1,1333,426,54,,649,20,31.9579895,,0.030816641,420034297001
168352,G5030,208903717072496,420031911001,42,003,191100,1,1,Block Group 1,BG,S,711872,0,+40.4314589,-080.0231746,+40.4314589,-080.0231746,4816.694607,1229965.236,0.001073227,0.001073227,169,Block Group 1; Census Tract 1911; Allegheny County; Pennsylvania,764,39.5,8,14,50,0,8,0,9,4,17,0,16,0,,,425,22,0,42,3,191100,1,764,126,40,,425,22,16.4921466,,0.051764706,420031911001
169836,G5030,20890321518453,420031517003,42,003,151700,3,3,Block Group 3,BG,S,163397,0,+40.4225130,-079.9385272,+40.4225130,-079.9385272,2590.549711,282243.162,0.003060032,0.003060032,145,Block Group 3; Census Tract 1517; Allegheny County; Pennsylvania,500,27.9,0,0,0,0,0,0,0,57,19,0,19,11,,,264,19,0,42,3,151700,3,500,106,28,,264,19,21.2,,0.071969697,420031517003
169837,G5030,20890321518418,420031517004,42,003,151700,4,4,Block Group 4,BG,S,157178,0,+40.4216327,-079.9353993,+40.4216327,-079.9353993,2326.128713,271489.8303,0.003092036,0.003092036,146,Block Group 4; Census Tract 1517; Allegheny County; Pennsylvania,486,47.4,0,27,35,0,0,0,15,0,86,21,0,0,,,253,19,26,42,3,151700,4,486,184,47,,253,45,37.8600823,,0.177865613,420031517004
169838,G5030,20890321508064,420031609002,42,003,160900,2,2,Block Group 2,BG,S,690458,280822,+40.4218533,-079.9600394,+40.4217502,-079.9608518,8405.475814,1677689.54,0.001995777,0.001995777,152,Block Group 2; Census Tract 1609; Allegheny County; Pennsylvania,1378,31.1,0,33,0,54,0,93,0,12,20,112,14,0,,,802,77,82,42,3,160900,2,1378,338,31,,802,159,24.52830189,,0.198254364,420031609002
169839,G5030,20890321508096,420031702001,42,003,170200,1,1,Block Group 1,BG,S,402732,89759,+40.4299981,-079.9915446,+40.4302386,-079.9917604,5000.345311,850881.6553,0.001678536,0.001678536,155,Block Group 1; Census Tract 1702; Allegheny County; Pennsylvania,676,29.9,14,11,0,0,0,0,14,10,38,0,0,0,,,391,14,68,42,3,170200,1,676,87,30,,391,82,12.86982249,,0.20971867,420031702001
169840,G5030,20890321508130,420031702003,42,003,170200,3,3,Block Group 3,BG,S,180790,0,+40.4272641,-079.9852172,+40.4272641,-079.9852172,2279.992743,312330.2771,0.005293434,0.005293434,157,Block Group 3; Census Tract 1702; Allegheny County; Pennsylvania,957,38.6,0,22,0,0,0,64,0,1,39,1,0,0,,,568,14,23,42,3,170200,3,957,127,39,,568,37,13.27063741,,0.065140845,420031702003
169841,G5030,20890321508237,420031706001,42,003,170600,1,1,Block Group 1,BG,S,502405,0,+40.4245165,-079.9852453,+40.4245165,-079.9852453,6665.67961,867872.6181,0.002165584,0.002165584,159,Block Group 1; Census Tract 1706; Allegheny County; Pennsylvania,1088,39.8,11,0,12,27,6,12,16,58,16,7,9,16,,,617,37,57,42,3,170600,1,1088,190,40,,617,94,17.46323529,,0.152350081,420031706001
170309,G5030,208903717072503,420035625003,42,003,562500,3,3,Block Group 3,BG,S,592237,0,+40.4580183,-080.0582096,+40.4580183,-080.0582096,6444.631167,1024064.093,0.002568229,0.002568229,990,Block Group 3; Census Tract 5625; Allegheny County; Pennsylvania,1521,30.8,0,8,8,0,0,0,22,22,0,0,0,0,,,550,67,26,42,3,562500,3,1521,60,31,,550,93,3.944773176,,0.169090909,420035625003
172271,G5030,208903717072598,420031011003,42,003,101100,3,3,Block Group 3,BG,S,249575,0,+40.4818100,-079.9477740,+40.4818100,-079.9477740,4220.630308,431851.6588,0.002031453,0.002031453,71,Block Group 3; Census Tract 1011; Allegheny County; Pennsylvania,507,42.2,27,29,0,0,0,0,0,14,40,0,0,0,,,230,7,0,42,3,101100,3,507,110,42,,230,7,21.69625247,,0.030434783,420031011003
174311,G5030,20890321502359,420035231004,42,003,523100,4,4,Block Group 4,BG,S,1073362,0,+40.4646250,-079.8829000,+40.4646250,-079.8829000,8632.841327,1856362.116,0.000370798,0.000370798,887,Block Group 4; Census Tract 5231; Allegheny County; Pennsylvania,398,37.1,16,6,0,0,0,0,19,15,25,7,9,15,,,195,40,0,42,3,523100,4,398,112,37,,195,40,28.14070352,,0.205128205,420035231004
174313,G5030,20890321519096,420031414001,42,003,141400,1,1,Block Group 1,BG,S,277404,0,+40.4214399,-079.9228257,+40.4214399,-079.9228257,3150.183838,479154.2329,0.003273204,0.003273204,136,Block Group 1; Census Tract 1414; Allegheny County; Pennsylvania,908,37.3,11,0,35,0,15,0,12,9,10,55,0,0,,,361,0,13,42,3,141400,1,908,147,37,,361,13,16.18942731,,0.03601108,420031414001
174314,G5030,20890321519354,420031018001,42,003,101800,1,1,Block Group 1,BG,S,400147,0,+40.4829399,-079.9336443,+40.4829399,-079.9336443,5275.46515,692422.495,0.002464094,0.002464094,76,Block Group 1; Census Tract 1018; Allegheny County; Pennsylvania,986,41.8,0,31,43,15,0,9,22,9,65,7,29,14,,,489,35,0,42,3,101800,1,986,244,42,,489,35,24.7464503,,0.071574642,420031018001
175113,G5030,20890321511279,420033102003,42,003,310200,3,3,Block Group 3,BG,S,1047176,0,+40.3745284,-079.9191877,+40.3745284,-079.9191877,6340.365044,1806263.439,0.000837491,0.000837491,258,Block Group 3; Census Tract 3102; Allegheny County; Pennsylvania,877,43.3,11,6,19,6,21,18,6,11,26,11,16,11,,,415,11,11,42,3,310200,3,877,162,43,,415,22,18.47206385,,0.053012048,420033102003
179405,G5030,208903717072530,420034690003,42,003,469000,3,3,Block Group 3,BG,S,2718089,0,+40.4216865,-080.0550895,+40.4216865,-080.0550895,12676.7942,4694962.932,0.00057614,0.00057614,573,Block Group 3; Census Tract 4690; Allegheny County; Pennsylvania,1566,34.5,0,9,67,20,13,0,58,19,34,37,0,49,,,829,30,38,42,3,469000,3,1566,306,34,,829,68,19.54022989,,0.082026538,420034690003
181187,G5030,208903717072647,420031517006,42,003,151700,6,6,Block Group 6,BG,S,200376,0,+40.4254083,-079.9318638,+40.4254083,-079.9318638,2369.623699,346144.7405,0.003847766,0.003847766,148,Block Group 6; Census Tract 1517; Allegheny County; Pennsylvania,771,37.5,16,0,0,0,26,0,18,33,22,42,29,22,,,414,65,61,42,3,151700,6,771,208,38,,414,126,26.97795071,,0.304347826,420031517006
185942,G5030,208903717072584,420032904003,42,003,290400,3,3,Block Group 3,BG,S,177407,0,+40.3823951,-079.9803110,+40.3823951,-079.9803110,3136.115786,306077.4622,0.002446352,0.002446352,249,Block Group 3; Census Tract 2904; Allegheny County; Pennsylvania,434,57.1,10,45,0,8,13,0,20,0,0,13,13,12,,,237,11,59,42,3,290400,3,434,134,57,,237,70,30.87557604,,0.29535865,420032904003
187485,G5030,208903717072579,420030201005,42,003,020100,5,5,Block Group 5,BG,S,220848,62767,+40.4450812,-079.9969737,+40.4454007,-079.9971407,3555.516231,490229.303,0.003355249,0.003355249,8,Block Group 5; Census Tract 201; Allegheny County; Pennsylvania,741,34.3,8,0,0,0,9,0,0,0,0,0,9,0,,,570,0,288,42,3,20100,5,741,26,34,,570,288,3.50877193,,0.505263158,420030201005
187487,G5030,208903717072582,420030603001,42,003,060300,1,1,Block Group 1,BG,S,388716,0,+40.4621186,-079.9609721,+40.4621186,-079.9609721,4172.793178,672228.067,0.002148098,0.002148098,32,Block Group 1; Census Tract 603; Allegheny County; Pennsylvania,835,30,8,0,0,0,0,0,0,9,0,0,11,0,,,588,21,59,42,3,60300,1,835,28,30,,588,80,3.353293413,,0.136054422,420030603001
187488,G5030,208903717072580,420031608001,42,003,160800,1,1,Block Group 1,BG,S,776954,0,+40.4214680,-079.9718790,+40.4214680,-079.9718790,7515.771615,1342010.39,0.001935765,0.001935765,149,Block Group 1; Census Tract 1608; Allegheny County; Pennsylvania,1504,33.6,0,11,53,49,11,0,0,39,0,27,24,11,,,889,22,29,42,3,160800,1,1504,225,34,,889,51,14.96010638,,0.057367829,420031608001
188116,G5030,20890321520017,420030902001,42,003,090200,1,1,Block Group 1,BG,S,159934,0,+40.4694635,-079.9592921,+40.4694635,-079.9592921,2569.803816,276639.326,0.006790301,0.006790301,62,Block Group 1; Census Tract 902; Allegheny County; Pennsylvania,1086,33.7,0,26,29,0,22,71,8,0,26,0,7,0,,,600,39,143,42,3,90200,1,1086,189,34,,600,182,17.40331492,,0.303333333,420030902001
188117,G5030,20890321519980,420030902002,42,003,090200,2,2,Block Group 2,BG,S,214945,0,+40.4692759,-079.9555792,+40.4692759,-079.9555792,3560.451295,371792.8791,0.004354602,0.004354602,63,Block Group 2; Census Tract 902; Allegheny County; Pennsylvania,936,35.7,0,9,52,19,18,10,21,12,12,17,32,14,,,447,14,9,42,3,90200,2,936,216,36,,447,23,23.07692308,,0.051454139,420030902002
188118,G5030,20890321519873,420030903001,42,003,090300,1,1,Block Group 1,BG,S,110748,0,+40.4643666,-079.9503692,+40.4643666,-079.9503692,1938.364943,191537.7419,0.004442518,0.004442518,65,Block Group 1; Census Tract 903; Allegheny County; Pennsylvania,492,45.7,0,30,22,0,9,0,8,17,23,16,1,8,,,322,25,65,42,3,90300,1,492,134,46,,322,90,27.23577236,,0.279503106,420030903001
188119,G5030,20890321519836,420030903002,42,003,090300,2,2,Block Group 2,BG,S,147299,0,+40.4643354,-079.9548793,+40.4643354,-079.9548793,2123.120365,254755.9265,0.00605571,0.00605571,66,Block Group 2; Census Tract 903; Allegheny County; Pennsylvania,892,34.1,5,7,0,27,0,0,0,11,10,20,0,9,,,469,23,13,42,3,90300,2,892,89,34,,469,36,9.977578475,,0.076759062,420030903002
188120,G5030,20890321523495,420031102002,42,003,110200,2,2,Block Group 2,BG,S,145230,0,+40.4757786,-079.9213093,+40.4757786,-079.9213093,2083.63485,251258.0647,0.007174826,0.007174826,82,Block Group 2; Census Tract 1102; Allegheny County; Pennsylvania,1042,30.5,0,0,0,49,0,21,0,20,0,0,20,0,,,520,40,40,42,3,110200,2,1042,110,30,,520,80,10.55662188,,0.153846154,420031102002
188121,G5030,20890321523462,420031102003,42,003,110200,3,3,Block Group 3,BG,S,294352,0,+40.4765004,-079.9260548,+40.4765004,-079.9260548,3384.642022,509257.9646,0.003227428,0.003227428,83,Block Group 3; Census Tract 1102; Allegheny County; Pennsylvania,950,32.7,0,29,1,0,0,0,9,24,35,0,23,0,,,491,21,74,42,3,110200,3,950,121,33,,491,95,12.73684211,,0.193482688,420031102003
188122,G5030,20890321523425,420031102004,42,003,110200,4,4,Block Group 4,BG,S,226790,0,+40.4725674,-079.9227477,+40.4725674,-079.9227477,2511.740054,392316.8568,0.00688302,0.00688302,84,Block Group 4; Census Tract 1102; Allegheny County; Pennsylvania,1561,35.2,12,18,12,0,0,0,29,12,54,13,0,0,,,708,0,59,42,3,110200,4,1561,150,35,,708,59,9.609224856,,0.083333333,420031102004
188157,G5030,20890321522850,420031203001,42,003,120300,1,1,Block Group 1,BG,S,776570,0,+40.4704268,-079.9038525,+40.4704268,-079.9038525,6003.952715,1343291.535,0.001403608,0.001403608,97,Block Group 1; Census Tract 1203; Allegheny County; Pennsylvania,1090,34.3,23,7,7,6,9,0,0,7,41,4,9,47,,,417,20,109,42,3,120300,1,1090,160,34,,417,129,14.67889908,,0.309352518,420031203001
188158,G5030,20890321522814,420031203002,42,003,120300,2,2,Block Group 2,BG,S,303104,0,+40.4667430,-079.9005376,+40.4667430,-079.9005376,3167.161025,524241.7924,0.001375765,0.001375765,98,Block Group 2; Census Tract 1203; Allegheny County; Pennsylvania,417,41.8,34,0,0,8,7,4,0,16,21,9,8,8,,,192,22,18,42,3,120300,2,417,115,42,,192,40,27.57793765,,0.208333333,420031203002
188410,G5030,20890321532896,420032615001,42,003,261500,1,1,Block Group 1,BG,S,351002,0,+40.4733949,-080.0097286,+40.4733949,-080.0097286,3297.713222,607207.8223,0.002481467,0.002481467,219,Block Group 1; Census Tract 2615; Allegheny County; Pennsylvania,871,24.6,21,13,26,4,0,0,0,14,24,7,14,5,,,307,22,104,42,3,261500,1,871,128,25,,307,126,14.69575201,,0.410423453,420032615001
188411,G5030,20890321532818,420032620001,42,003,262000,1,1,Block Group 1,BG,S,609748,0,+40.4632097,-079.9941606,+40.4632097,-079.9941606,5030.982742,1054507.342,0.001902425,0.001902425,221,Block Group 1; Census Tract 2620; Allegheny County; Pennsylvania,1160,46,15,1,86,1,0,24,18,10,90,26,12,26,,,571,41,115,42,3,262000,1,1160,309,46,,571,156,26.63793103,,0.273204904,420032620001
188412,G5030,20890321532779,420032620002,42,003,262000,2,2,Block Group 2,BG,S,183234,0,+40.4677548,-079.9927114,+40.4677548,-079.9927114,2570.610837,316931.9343,0.004480609,0.004480609,222,Block Group 2; Census Tract 2620; Allegheny County; Pennsylvania,821,34,0,10,9,9,8,0,0,19,10,0,36,38,,,343,36,153,42,3,262000,2,821,139,34,,343,189,16.93057247,,0.551020408,420032620002
188645,G5030,208903717072631,420034721001,42,003,472100,1,1,Block Group 1,BG,S,325533,0,+40.3982771,-080.0342336,+40.3982771,-080.0342336,3710.483083,561899.055,0.003455871,0.003455871,587,Block Group 1; Census Tract 4721; Allegheny County; Pennsylvania,1125,35.2,0,9,27,0,6,18,0,10,24,21,15,29,,,612,25,23,42,3,472100,1,1125,159,35,,612,48,14.13333333,,0.078431373,420034721001
191284,G5030,20890321531457,420034282002,42,003,428200,2,2,Block Group 2,BG,S,2019669,0,+40.4853353,-079.9967327,+40.4853353,-079.9967327,10826.3751,3495119.061,0.000838256,0.000838256,415,Block Group 2; Census Tract 4282; Allegheny County; Pennsylvania,1693,42.1,3,31,40,36,16,19,16,43,77,20,21,58,,,785,8,39,42,3,428200,2,1693,380,42,,785,47,22.44536326,,0.059872611,420034282002
191768,G5030,208903717072587,420035154011,42,003,515401,1,1,Block Group 1,BG,S,261131,0,+40.4243131,-079.8924112,+40.4243131,-079.8924112,3789.899888,451085.7309,0.003293366,0.003293366,840,Block Group 1; Census Tract 5154.01; Allegheny County; Pennsylvania,860,35.1,8,14,22,0,0,0,0,8,0,14,0,9,,,353,0,17,42,3,515401,1,860,75,35,,353,17,8.720930233,,0.04815864,420035154011
191770,G5030,208903717072588,420035154012,42,003,515401,2,2,Block Group 2,BG,S,138796,0,+40.4227090,-079.8969832,+40.4227090,-079.8969832,2677.936129,239751.5649,0.003580795,0.003580795,841,Block Group 2; Census Tract 5154.01; Allegheny County; Pennsylvania,497,41.4,0,0,12,0,0,0,11,0,0,0,0,11,,,241,0,58,42,3,515401,2,497,34,41,,241,58,6.841046278,,0.2406639,420035154012
193980,G5030,208903717072339,420039801001,42,003,980100,1,1,Block Group 1,BG,S,1448449,253872,+40.4811939,-079.9143450,+40.4798795,-079.9165548,10921.47822,2945578.598,0,0,1049,Block Group 1; Census Tract 9801; Allegheny County; Pennsylvania,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,980100,1,0,0,-666666666,,0,0,,,,420039801001
193981,G5030,208903717072340,420030901002,42,003,090100,2,2,Block Group 2,BG,S,362954,116906,+40.4739986,-079.9636906,+40.4736328,-079.9630772,4335.118987,830137.5304,0.003372328,0.003372328,61,Block Group 2; Census Tract 901; Allegheny County; Pennsylvania,1224,31.1,0,0,0,9,0,44,27,0,0,19,7,20,,,695,71,93,42,3,90100,2,1224,126,31,,695,164,10.29411765,,0.235971223,420030901002
194544,G5030,20890321496960,420034721002,42,003,472100,2,2,Block Group 2,BG,S,224351,0,+40.4004281,-080.0383815,+40.4004281,-080.0383815,2929.930649,387274.816,0.005059037,0.005059037,588,Block Group 2; Census Tract 4721; Allegheny County; Pennsylvania,1135,42.3,0,18,28,6,0,0,20,33,33,8,0,7,,,574,24,65,42,3,472100,2,1135,153,42,,574,89,13.48017621,,0.155052265,420034721002
194545,G5030,20890321497056,420034722001,42,003,472200,1,1,Block Group 1,BG,S,292777,0,+40.3956870,-080.0394452,+40.3956870,-080.0394452,3829.821622,505320.8179,0.004238721,0.004238721,589,Block Group 1; Census Tract 4722; Allegheny County; Pennsylvania,1241,41.3,25,16,36,5,9,0,7,93,30,28,12,0,,,567,12,63,42,3,472200,1,1241,261,41,,567,75,21.03142627,,0.132275132,420034722001
194546,G5030,20890321497169,420034723001,42,003,472300,1,1,Block Group 1,BG,S,151813,0,+40.3936186,-080.0314918,+40.3936186,-080.0314918,2336.6729,262004.2605,0.006521181,0.006521181,591,Block Group 1; Census Tract 4723; Allegheny County; Pennsylvania,990,37,7,17,21,0,0,0,0,23,57,27,8,0,,,551,4,78,42,3,472300,1,990,160,37,,551,82,16.16161616,,0.148820327,420034723001
195133,G5030,20890321513487,420034804001,42,003,480400,1,1,Block Group 1,BG,S,1347199,0,+40.3872269,-079.9510721,+40.3872269,-079.9510721,9727.491549,2324643.221,0.000985749,0.000985749,703,Block Group 1; Census Tract 4804; Allegheny County; Pennsylvania,1328,44.7,34,78,0,17,54,0,36,38,0,0,0,0,,,681,0,66,42,3,480400,1,1328,257,45,,681,66,19.35240964,,0.0969163,420034804001
196634,G5030,208903717072571,420039810001,42,003,981000,1,1,Block Group 1,BG,S,1378279,0,+40.4731038,-079.9488133,+40.4731038,-079.9488133,8091.794553,2384301.979,0,0,1057,Block Group 1; Census Tract 9810; Allegheny County; Pennsylvania,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,981000,1,0,0,-666666666,,0,0,,,,420039810001
203406,G5030,20890321502394,420035231003,42,003,523100,3,3,Block Group 3,BG,S,689568,0,+40.4624258,-079.8701910,+40.4624258,-079.8701910,6897.066393,1192517.296,0.0007947,0.0007947,886,Block Group 3; Census Tract 5231; Allegheny County; Pennsylvania,548,40.8,0,0,0,45,0,0,0,27,9,39,5,0,,,224,28,0,42,3,523100,3,548,125,41,,224,28,22.81021898,,0.125,420035231003
210438,G5030,2089015692404167,420035653001,42,003,565300,1,1,Block Group 1,BG,S,6565374,20848,+40.3909315,-079.9394841,+40.3994999,-079.9555215,27448.27962,11366009.32,0.000206995,0.000206995,1047,Block Group 1; Census Tract 5653; Allegheny County; Pennsylvania,1359,42.3,5,8,50,13,20,0,0,54,33,31,11,12,,,514,25,12,42,3,565300,1,1359,237,42,,514,37,17.4392936,,0.071984436,420035653001
210439,G5030,2089015692404174,420034883002,42,003,488300,2,2,Block Group 2,BG,S,4918873,0,+40.3698265,-079.8845165,+40.3698265,-079.8845165,16571.93306,8483348.959,0.000167315,0.000167315,739,Block Group 2; Census Tract 4883; Allegheny County; Pennsylvania,823,54,23,13,47,12,6,5,32,31,14,42,10,17,,,383,13,6,42,3,488300,2,823,252,54,,383,19,30.61968408,,0.049608355,420034883002
211094,G5030,2089015692404211,420031019001,42,003,101900,1,1,Block Group 1,BG,S,464604,0,+40.4703739,-079.9393306,+40.4703739,-079.9393306,4467.874357,803656.7639,0.001982333,0.001982333,78,Block Group 1; Census Tract 1019; Allegheny County; Pennsylvania,921,30.2,0,6,18,0,0,0,0,20,7,5,0,0,,,350,7,89,42,3,101900,1,921,56,30,,350,96,6.080347448,,0.274285714,420031019001
211095,G5030,2089015692404213,420031019002,42,003,101900,2,2,Block Group 2,BG,S,217979,0,+40.4672423,-079.9433700,+40.4672423,-079.9433700,2640.567973,377018.4879,0.005376665,0.005376665,79,Block Group 2; Census Tract 1019; Allegheny County; Pennsylvania,1172,33.4,0,0,0,0,0,8,106,0,29,12,0,8,,,446,0,87,42,3,101900,2,1172,163,33,,446,87,13.90784983,,0.195067265,420031019002
211096,G5030,2089015692404214,420031019003,42,003,101900,3,3,Block Group 3,BG,S,174519,0,+40.4664252,-079.9381924,+40.4664252,-079.9381924,2200.156946,301843.1886,0.004068325,0.004068325,80,Block Group 3; Census Tract 1019; Allegheny County; Pennsylvania,710,37.9,14,0,24,15,0,0,0,0,32,11,0,0,,,337,20,19,42,3,101900,3,710,96,38,,337,39,13.52112676,,0.115727003,420031019003
211097,G5030,2089015692404220,420031115001,42,003,111500,1,1,Block Group 1,BG,S,245669,0,+40.4613529,-079.9302787,+40.4613529,-079.9302787,3226.950328,424839.8001,0.004815422,0.004815422,94,Block Group 1; Census Tract 1115; Allegheny County; Pennsylvania,1183,32.9,35,51,0,0,0,0,0,15,21,25,11,39,,,785,0,327,42,3,111500,1,1183,197,33,,785,327,16.65257819,,0.41656051,420031115001
